Atlantic City ,NJ,"39,408"
Muskegon ,MI,"39,401"
Coachella ,CA,"39,391"
Beverly ,MA,"39,343"
Collierville,TN,"39,211"
Linden ,NJ,"39,162"
Coppell ,TX,"39,154"
Brookfield ,WI,"39,020"
Keller ,TX,"38,951"
Burlington ,VT,"38,897"
Madison ,AL,"38,714"
Hallandale Beach ,FL,"38,683"
New Berlin ,WI,"38,649"
Sumter ,SC,"38,625"
Campbell ,CA,"38,617"
Culver City ,CA,"38,580"
Hurst ,TX,"38,550"
Dublin ,OH,"38,536"
Prescott Valley,AZ,"38,535"
Huntsville ,TX,"38,480"
Urbandale ,IA,"38,369"
Calexico ,CA,"38,344"
Temple City ,CA,"38,341"
Brea ,CA,"38,314"
Meridian ,MS,"38,232"
Rock Island ,IL,"38,139"
Morgan Hill ,CA,"38,096"
Sherman ,TX,"38,077"
Cedar Falls ,IA,"38,059"
Romeoville,IL,"38,028"
North Miami Beach ,FL,"37,997"
Ormond Beach ,FL,"37,984"
Apopka ,FL,"37,935"
Marlborough ,MA,"37,932"
Goose Creek ,SC,"37,900"
Florence ,AL,"37,877"
Smyrna,TN,"37,867"
Wylie ,TX,"37,861"
San Jacinto ,CA,"37,842"
Lima ,OH,"37,829"
Carpentersville,IL,"37,741"
Pacifica ,CA,"37,739"
Monrovia ,CA,"37,651"
Goldsboro ,NC,"37,597"
Stanton ,CA,"37,589"
Wausau ,WI,"37,576"
Cape Girardeau ,MO,"37,370"
Everett ,MA,"37,353"
New Albany ,IN,"37,296"
Germantown ,TN,"37,251"
Huber Heights ,OH,"37,148"
Streamwood,IL,"37,119"
Findlay ,OH,"36,987"
Portage ,IN,"36,976"
Lancaster ,OH,"36,976"
Park Ridge ,IL,"36,927"
Lake Oswego ,OR,"36,926"
Addison,IL,"36,917"
Woburn ,MA,"36,871"
Gadsden ,AL,"36,816"
Calumet City ,IL,"36,800"
Hanover Park,IL,"36,777"
Kearny,NJ,"36,746"
Richmond ,IN,"36,733"
Del Rio ,TX,"36,682"
Bell ,CA,"36,657"
Panama City ,FL,"36,644"
Texarkana ,TX,"36,611"
Manhattan Beach ,CA,"36,605"
Chester ,PA,"36,564"
Longview ,WA,"36,562"
Montclair ,CA,"36,530"
Annapolis ,MD,"36,524"
Plainfield,IL,"36,507"
Riviera Beach ,FL,"36,430"
Norwich ,CT,"36,388"
Moorpark ,CA,"36,372"
Puyallup ,WA,"36,330"
University City ,MO,"36,289"
Fort Lee,NJ,"36,275"
Mankato ,MN,"36,245"
Tupelo ,MS,"36,233"
Westerville ,OH,"36,231"
Brentwood ,TN,"36,176"
Beloit ,WI,"36,160"
Duncanville ,TX,"36,109"
Dover ,DE,"36,107"
Maplewood ,MN,"36,087"
Greenfield ,WI,"36,075"
Wheeling,IL,"36,063"
Rome ,GA,"36,041"
Moorhead ,MN,"36,012"
Valley Stream,NY,"36,007"
Bremerton ,WA,"36,006"
West Hollywood ,CA,"36,005"
Dunedin ,FL,"35,988"
Bartlesville ,OK,"35,914"
Keizer ,OR,"35,864"
Marion ,OH,"35,841"
Greenville ,MS,"35,764"
Lancaster ,TX,"35,761"
Alamogordo ,NM,"35,757"
Dana Point ,CA,"35,700"
Long Beach ,NY,"35,698"
Roy ,UT,"35,672"
Gainesville ,GA,"35,668"
Bentonville ,AR,"35,526"
Lake Worth ,FL,"35,513"
Franklin ,WI,"35,500"
Claremont ,CA,"35,470"
Minot ,ND,"35,419"
Cottonwood Heights ,UT,"35,418"
Lincoln Park ,MI,"35,317"
Torrington ,CT,"35,312"
Rockwall ,TX,"35,247"
Manassas ,VA,"35,205"
